group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
mochila everlast,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,disfraces-de-princesas,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,cintillo-deportivo,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,cargador-samsung-45w,9,0.000002,7,0,0.7777777777777778,0,0,0,null
listas,sandalias-cuero,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,cargador-notebook-lenovo,9,0.000002,3,0,0.3333333333333333,0,0,0,null
outlet,carpas,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,vestidos-negros-de-fiesta,9,0.000002,2,0,0.2222222222222222,0,0,0,null
bicicleta urbana,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,perfumes-30-ml,9,0.000002,1,0,0.1111111111111111,0,0,0,null
silla reposera plegable,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
infantil,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,botines-bubble-gummers,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,curvy-jeans,9,0.000002,3,0,0.3333333333333333,0,0,0,null
dispensador de vidrio,sin_path2,9,0.000002,0,0,0,0,0,0,null
supermercado,limpieza-y-aseo,9,0.000002,3,1,0.3333333333333333,0,0,0,null
listas,levis-501,9,0.000002,5,0,0.5555555555555556,0,0,0,null
camisetas futbol puma,sin_path2,9,0.000002,0,0,0,0,0,0,null
sandalias dorados,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,llaves-de-lavaplatos,9,0.000002,1,0,0.1111111111111111,0,0,0,null
adaptador hdmi a usb,sin_path2,9,0.000002,0,0,0,0,0,0,null
binoculares profesionales,sin_path2,9,0.000002,0,0,0,0,0,0,null
muebles,estantes,9,0.000002,2,0,0.2222222222222222,0,0,0,null
arroceras,sin_path2,9,0.000002,0,0,0,0,0,0,null
huevo dinosaurio juguete,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,sabanas-200-hilos,9,0.000002,4,0,0.4444444444444444,0,0,0,null
triciclo 360,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,calcetines-deportivos,9,0.000002,0,0,0,0,0,0,null
listas,ngx,9,0.000002,1,0,0.1111111111111111,0,0,0,null
botellas de agua thermos,sin_path2,9,0.000002,0,0,0,0,0,0,null
calzas deportivas cortas,sin_path2,9,0.000002,0,0,0,0,0,0,null
juegos playstation 5,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,lush,9,0.000002,1,0,0.1111111111111111,0,0,0,null
billeteras gacel mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
galanz,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,mantas-electricas,9,0.000002,6,1,0.6666666666666666,1,54990,0.1111111111111111,54990
polera adidas,sin_path2,9,0.000002,0,0,0,0,0,0,null
skechers mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
zapatillas de baby futbol,sin_path2,9,0.000002,0,0,0,0,0,0,null
monitor 144hz,sin_path2,9,0.000002,0,0,0,0,0,0,null
cable hdmi,sin_path2,9,0.000002,0,0,0,0,0,0,null
plumon blanco king,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
abrigo con capucha mujer,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,smartwatch-apple,9,0.000002,3,0,0.3333333333333333,0,0,0,null
buzos de futbol,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,mat-yoga,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,salida-de-bano,9,0.000002,3,0,0.3333333333333333,0,0,0,null
muebles,innovamuebles,9,0.000002,0,0,0,0,0,0,null
calcetines monarch,sin_path2,9,0.000002,0,0,0,0,0,0,null
salida,sin_path2,9,0.000002,0,0,0,0,0,0,null
samsung a32,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,macbook-pro,9,0.000002,3,0,0.3333333333333333,0,0,0,null
cupones-de-descuento,?utm_source=nocturno&utm_medium=email&utm_campaign=20260321_nocturno__&job_id=,9,0.000002,0,0,0,0,0,0,null
listas,peppa,9,0.000002,0,0,0,0,0,0,null
cortadora de papel,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,calzon-maternal,9,0.000002,4,0,0.4444444444444444,0,0,0,null
balanzas,sin_path2,9,0.000002,0,0,0,0,0,0,null
maquina de coser industrial,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,blusa-manga-globo,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,servilletero,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,bolsas-al-vacio,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,poleras-oversize,9,0.000002,2,0,0.2222222222222222,0,0,0,null
mitchell and ness,sin_path2,9,0.000002,0,0,0,0,0,0,null
audifonos akg,sin_path2,9,0.000002,0,0,0,0,0,0,null
cajas organizadoras de plastico,sin_path2,9,0.000002,0,0,0,0,0,0,null
armani exchange,sin_path2,9,0.000002,0,0,0,0,0,0,null
toldo vela,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,piscinas-estructurales,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,disfraz-spiderman,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,calzones-invisibles,9,0.000002,1,0,0.1111111111111111,0,0,0,null
miomat,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,blue-seduction,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,gotta,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,pack-vinos,9,0.000002,0,0,0,0,0,0,null
audifonos gamer rosados,sin_path2,9,0.000002,0,0,0,0,0,0,null
zapatillas nike air force,sin_path2,9,0.000002,0,0,0,0,0,0,null
eucerin hyaluron filler,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,versace-pour-homme,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,black-opium-edp,9,0.000002,4,0,0.4444444444444444,0,0,0,null
jugueteria,drones,9,0.000002,2,0,0.2222222222222222,0,0,0,null
shampoo anti frizz,sin_path2,9,0.000002,0,0,0,0,0,0,null
mamadera anticolico,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
zapatos,outlet-zapatos-y-zapatillas,9,0.000002,1,0,0.1111111111111111,0,0,0,null
delantales de parrilla,sin_path2,9,0.000002,0,0,0,0,0,0,null
monarch,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,pijama-polar,9,0.000002,5,0,0.5555555555555556,0,0,0,null
cargador pilas,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,ray-ban-wayfarer,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,pijama-entero,9,0.000002,4,0,0.4444444444444444,0,0,0,null
adaptador hdmi a vga,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,magnesio-complex,9,0.000002,6,0,0.6666666666666666,0,0,0,null
listas,repisas-de-madera,9,0.000002,0,0,0,0,0,0,null
lapicero,sin_path2,9,0.000002,0,0,0,0,0,0,null
bandejas,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
sillas de auto bebesit,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,frazadas-1-plaza,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,elysium-perfume,9,0.000002,0,0,0,0,0,0,null
tendedero plegable,sin_path2,9,0.000002,0,0,0,0,0,0,null
monitores caixun,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
muebles,organizadores-de-pared,9,0.000002,0,0,0,0,0,0,null
carteras blancas,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,espejos-de-madera,9,0.000002,0,0,0,0,0,0,null
teclado logitech rosado,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,jeans-skinny-foster,9,0.000002,5,0,0.5555555555555556,0,0,0,null
juguetes,outlet-juguetes,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,tankini,9,0.000002,5,0,0.5555555555555556,0,0,0,null
images,contenido fichas,9,0.000002,0,0,0,0,0,0,null
listas,adidas-originals,9,0.000002,4,0,0.4444444444444444,0,0,0,null
cortinas grises,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,cooler-electrico,9,0.000002,3,0,0.3333333333333333,0,0,0,null
atril para pintar,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,arrocera,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,bsoul,9,0.000002,2,0,0.2222222222222222,0,0,0,null
comoda 4 cajones,sin_path2,9,0.000002,0,0,0,0,0,0,null
corral para bebe,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,plantillas-ortopedicas,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,kitchenaid,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,pareos,9,0.000002,5,0,0.5555555555555556,0,0,0,null
camiseta lakers,sin_path2,9,0.000002,0,0,0,0,0,0,null
guantes hombres,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,cuatrimotos,9,0.000002,2,0,0.2222222222222222,0,0,0,null
clavadora electrica,sin_path2,9,0.000002,0,0,0,0,0,0,null
tiras led,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,alfombra-shaggy,9,0.000002,2,0,0.2222222222222222,0,0,0,null
bufandas negras,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,hervidor-electrico,9,0.000002,3,0,0.3333333333333333,0,0,0,null
almohada ergonomica,sin_path2,9,0.000002,0,0,0,0,0,0,null
pantalones skate hombre,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
estufas a,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
audifonos earbuds,sin_path2,9,0.000002,0,0,0,0,0,0,null
bolsas de compresion,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
bandas de resistencia,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
collar gato,sin_path2,9,0.000002,0,0,0,0,0,0,null
maquina pop corn,sin_path2,9,0.000002,0,0,0,0,0,0,null
piscina inflable,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,minipimer,9,0.000002,7,0,0.7777777777777778,0,0,0,null
iphone 7 plus,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
kindle paperwhite,sin_path2,9,0.000002,0,0,0,0,0,0,null
cortadora de pelo gama,sin_path2,9,0.000002,0,0,0,0,0,0,null
cannon,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,body-encaje,9,0.000002,3,0,0.3333333333333333,0,0,0,null
tocadores de madera,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,iphone-15-plus,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,abrigo-rosado,9,0.000002,0,0,0,0,0,0,null
polo blue,sin_path2,9,0.000002,2,0,0.2222222222222222,0,0,0,null
proyector smart,sin_path2,9,0.000002,0,0,0,0,0,0,null
tacones de moda,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
buffalo,sin_path2,9,0.000002,1,1,0.1111111111111111,0,0,0,null
harry potter women secret,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,zapatillas-impermeables,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,overol,9,0.000002,2,0,0.2222222222222222,0,0,0,null
impresora instax,sin_path2,9,0.000002,0,0,0,0,0,0,null
regalos,stitch,9,0.000002,1,0,0.1111111111111111,0,0,0,null
mancuernas 20 kg,sin_path2,9,0.000002,0,0,0,0,0,0,null
capibara de peluche,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,colchon-de-cuna,9,0.000002,5,0,0.5555555555555556,0,0,0,null
listas,zapatillas-de-padel,9,0.000002,2,0,0.2222222222222222,0,0,0,null
jugueteria,autos-a-pedales,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,centrifugas,9,0.000002,6,0,0.6666666666666666,0,0,0,null
termolaminadora,sin_path2,9,0.000002,0,0,0,0,0,0,null
crema reafirmante,sin_path2,9,0.000002,0,0,0,0,0,0,null
veladores vintage,sin_path2,9,0.000002,0,0,0,0,0,0,null
rodilleras crossfit,sin_path2,9,0.000002,0,0,0,0,0,0,null
gorra chicago bulls,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,apple-watch-se,9,0.000002,4,0,0.4444444444444444,0,0,0,null
muebles,muebles-cottoni,9,0.000002,0,0,0,0,0,0,null
fuentes de vidrio con tapa,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,seiko,9,0.000002,1,0,0.1111111111111111,0,0,0,null
listas,faja-postparto,9,0.000002,4,0,0.4444444444444444,0,0,0,null
listas,botines-merrell,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,banqueta-baul,9,0.000002,5,0,0.5555555555555556,0,0,0,null
juego de terraza,sin_path2,9,0.000002,0,0,0,0,0,0,null
silla britax,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,chicago-bulls,9,0.000002,1,0,0.1111111111111111,0,0,0,null
organizador de baño,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,ropa-de-cuna,9,0.000002,3,0,0.3333333333333333,0,0,0,null
decantador de vino,sin_path2,9,0.000002,0,0,0,0,0,0,null
hidrolavadora karcher,sin_path2,9,0.000002,0,0,0,0,0,0,null
secadora midea,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
minicomponente sony,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,pantalones-de-cuero,9,0.000002,4,0,0.4444444444444444,0,0,0,null
quit 2 plazas,sin_path2,9,0.000002,0,0,0,0,0,0,null
muebles,muebles-barcelona,9,0.000002,0,0,0,0,0,0,null
termos para comida,sin_path2,9,0.000002,0,0,0,0,0,0,null
tobilleras,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,horno-pizza,9,0.000002,3,0,0.3333333333333333,0,0,0,null
listas,bicicletas-aro-24,9,0.000002,2,0,0.2222222222222222,0,0,0,null
listas,whey-protein,9,0.000002,2,0,0.2222222222222222,0,0,0,null
casco de boxeo,sin_path2,9,0.000002,0,0,0,0,0,0,null
listas,botas,9,0.000002,2,0,0.2222222222222222,0,0,0,null
jugueteria,bloques-y-armables,9,0.000002,2,0,0.2222222222222222,0,0,0,null
mesas de cocina,sin_path2,9,0.000002,1,0,0.1111111111111111,0,0,0,null
bandolera secret,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
oasis mujer,sin_path2,8,0.000001,0,0,0,0,0,0,null
impresora epson l3210,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,juguera-oster,8,0.000001,1,0,0.125,0,0,0,null
listas,guantes-moto,8,0.000001,2,0,0.25,0,0,0,null
enceradoras baratas,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,funda-ipad,8,0.000001,4,0,0.5,0,0,0,null
formula nan,sin_path2,8,0.000001,0,0,0,0,0,0,null
ayuda,marketplace,8,0.000001,1,0,0.125,0,0,0,null
dispensador de cereales,sin_path2,8,0.000001,0,0,0,0,0,0,null
portabicicleta,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
kodak,sin_path2,8,0.000001,0,0,0,0,0,0,null
gata hidraulica,sin_path2,8,0.000001,0,0,0,0,0,0,null
especiero cocina,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,toldo-3x3,8,0.000001,3,0,0.375,0,0,0,null
cooler con ruedas,sin_path2,8,0.000001,0,0,0,0,0,0,null
mujer,leonisa,8,0.000001,1,0,0.125,0,0,0,null
listas,camara-polaroid,8,0.000001,2,0,0.25,0,0,0,null
camiseta nike,sin_path2,8,0.000001,0,0,0,0,0,0,null
gloss,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,zapatillas-puma-suede-xl,8,0.000001,0,0,0,0,0,0,null
listas,sosten-invisible,8,0.000001,2,0,0.25,0,0,0,null
mujer,fes,8,0.000001,0,0,0,0,0,0,null
guantes de boxeo radost,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,reloj-quartz,8,0.000001,0,0,0,0,0,0,null
listas,pantalones-de-vestir,8,0.000001,3,0,0.375,0,0,0,null
mocasines mujer,sin_path2,8,0.000001,0,0,0,0,0,0,null
chaqueta animal print,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,samsung-galaxy,8,0.000001,1,0,0.125,0,0,0,null
microscopio para niños,sin_path2,8,0.000001,0,0,0,0,0,0,null
teclado numerico,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,batidoras,8,0.000001,3,0,0.375,0,0,0,null
zapatos blancos,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
cepillos alisadores siegen,sin_path2,8,0.000001,0,0,0,0,0,0,null
candado bicicleta,sin_path2,8,0.000001,0,0,0,0,0,0,null
comedor de madera,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,camara-instax,8,0.000001,0,0,0,0,0,0,null
muebles,home-design,8,0.000001,0,0,0,0,0,0,null
listas,depiladora-laser-philips,8,0.000001,3,0,0.375,0,0,0,null
enterito lino,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,springfield,8,0.000001,1,0,0.125,0,0,0,null
mujer,zapatos-formales,8,0.000001,0,0,0,0,0,0,null
listas,maxi-vestidos,8,0.000001,3,0,0.375,0,0,0,null
labiales catrice,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,emporio-armani,8,0.000001,0,0,0,0,0,0,null
listas,maquinas-de-hielo,8,0.000001,0,0,0,0,0,0,null
listas,thank-u-next,8,0.000001,2,0,0.25,0,0,0,null
listas,new-balance-negras,8,0.000001,2,0,0.25,0,0,0,null
shampoo anticaida,sin_path2,8,0.000001,0,0,0,0,0,0,null
sandalias kappa,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
baston,sin_path2,8,0.000001,0,0,0,0,0,0,null
ram,sin_path2,8,0.000001,0,0,0,0,0,0,null
set de belleza,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,saxoline,8,0.000001,0,0,0,0,0,0,null
retinol loreal,sin_path2,8,0.000001,0,0,0,0,0,0,null
zapatos,lag,8,0.000001,0,0,0,0,0,0,null
aspiradora black and decker,sin_path2,8,0.000001,3,0,0.375,0,0,0,null
listas,aire-acondicionado-12000-btu,8,0.000001,3,0,0.375,0,0,0,null
jockey under armour,sin_path2,8,0.000001,0,0,0,0,0,0,null
reloj garmin,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
listas,control-dualsense,8,0.000001,1,0,0.125,0,0,0,null
cortapelo,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,tazas-doble,8,0.000001,3,0,0.375,0,0,0,null
tetera de vidrio,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,closet-2-puertas,8,0.000001,2,0,0.25,0,0,0,null
comoda 3 cajones,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
zapatillas padel,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
evento-tecno-apple-watch,sin_path2,8,0.000001,4,0,0.5,0,0,0,null
duplex,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,ambo,8,0.000001,1,0,0.125,0,0,0,null
listas,sosten-sin-tirantes,8,0.000001,1,0,0.125,0,0,0,null
listas,lentes-de-sol-con-filtro-uv,8,0.000001,3,0,0.375,0,0,0,null
telescopio,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
listas,cargador-inalambrico,8,0.000001,1,0,0.125,0,0,0,null
platos,sin_path2,8,0.000001,0,0,0,0,0,0,null
caja de vino,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
chaqueta tommy hilfiger mujer,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
soup maker,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
dkora,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,mesa-terraza,8,0.000001,4,0,0.5,0,0,0,null
listas,cote-lopez,8,0.000001,3,0,0.375,0,0,0,null
juguetes para gatos,sin_path2,8,0.000001,0,0,0,0,0,0,null
cajas organizadoras de tela,sin_path2,8,0.000001,0,0,0,0,0,0,null
filtro piscina,sin_path2,8,0.000001,0,0,0,0,0,0,null
estuche,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,pijama-snoopy-women-secret,8,0.000001,4,0,0.5,0,0,0,null
radios philips,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,tupper-acero-inoxidable,8,0.000001,2,0,0.25,0,0,0,null
malla sombra,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
listas,calzas-cuerina,8,0.000001,5,0,0.625,0,0,0,null
listas,zapatillas-adidas-blancas,8,0.000001,3,0,0.375,0,0,0,null
listas,gorro-nike,8,0.000001,2,0,0.25,0,0,0,null
sillas sarah miller,sin_path2,8,0.000001,0,0,0,0,0,0,null
rodillo bicicleta,sin_path2,8,0.000001,0,0,0,0,0,0,null
henna,sin_path2,8,0.000001,0,0,0,0,0,0,null
hombre,wild-lama,8,0.000001,0,0,0,0,0,0,null
listas,cojines-para-bebes,8,0.000001,1,0,0.125,0,0,0,null
teclados mecanicos,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,lapices-de-colores,8,0.000001,3,0,0.375,0,0,0,null
listas,lenovo-legion,8,0.000001,4,0,0.5,0,0,0,null
apple,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,ventilador-techo,8,0.000001,3,0,0.375,0,0,0,null
dylan blue,sin_path2,8,0.000001,0,0,0,0,0,0,null
mujer,io,8,0.000001,2,0,0.25,0,0,0,null
listas,chalecos-de-hilo,8,0.000001,1,0,0.125,0,0,0,null
listas,ssd-externo,8,0.000001,2,0,0.25,0,0,0,null
selladora al vacio oster,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,peluches-bluey,8,0.000001,1,0,0.125,0,0,0,null
listas,impresora-fotografica,8,0.000001,0,0,0,0,0,0,null
listas,set-de-cremas,8,0.000001,1,0,0.125,0,0,0,null
mopa,sin_path2,8,0.000001,2,1,0.25,0,0,0,null
listas,lampara-mimbre,8,0.000001,2,0,0.25,0,0,0,null
set copas,sin_path2,8,0.000001,0,0,0,0,0,0,null
bleu de chanel,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,moschino-toy-2,8,0.000001,2,0,0.25,0,0,0,null
lapiz de cejas,sin_path2,8,0.000001,0,0,0,0,0,0,null
carcasa s23,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,cama-rosen,8,0.000001,3,0,0.375,0,0,0,null
listas,navajas-victorinox,8,0.000001,3,0,0.375,0,0,0,null
aceite,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,kit-cocina-encimera,8,0.000001,3,0,0.375,0,0,0,null
poleras sonic,sin_path2,8,0.000001,0,0,0,0,0,0,null
motorola edge 50,sin_path2,8,0.000001,0,0,0,0,0,0,null
parlantes para auto,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,individuales-de-genero,8,0.000001,3,0,0.375,0,0,0,null
zapatos,nine-west,8,0.000001,1,0,0.125,0,0,0,null
secadora midea 9 kilos,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,buzo,8,0.000001,3,0,0.375,0,0,0,null
listas,closet-armable,8,0.000001,3,0,0.375,0,0,0,null
lapices acuarelables,sin_path2,8,0.000001,0,0,0,0,0,0,null
galletas,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,cargador-xiaomi,8,0.000001,5,0,0.625,0,0,0,null
libre ysl,sin_path2,8,0.000001,0,0,0,0,0,0,null
muebles,todo-hogar-santiago-de-chile,8,0.000001,1,0,0.125,0,0,0,null
tecnologia,juegos-nintendo-wii,8,0.000001,0,0,0,0,0,0,null
fular,sin_path2,8,0.000001,1,1,0.125,0,0,0,null
lavadora 8 kilos,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,relojes-deportivos,8,0.000001,2,0,0.25,0,0,0,null
termos de agua,sin_path2,8,0.000001,0,0,0,0,0,0,null
quilt 2 plazas,sin_path2,8,0.000001,0,0,0,0,0,0,null
apple watch series 9,sin_path2,8,0.000001,0,0,0,0,0,0,null
jugueteria,spidey-and-his-amazing-friends,8,0.000001,0,0,0,0,0,0,null
listas,adornos-mesa-de-centro,8,0.000001,0,0,0,0,0,0,null
listas,maquina-pasta,8,0.000001,3,0,0.375,0,0,0,null
jugueteria,tractor-a-pedales,8,0.000001,1,0,0.125,0,0,0,null
juguetes de piratas,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
listas,lancome-idole,8,0.000001,2,0,0.25,0,0,0,null
listas,moana,8,0.000001,1,0,0.125,0,0,0,null
abrigo teddy,sin_path2,8,0.000001,0,0,0,0,0,0,null
comoda cajonera,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,teclado-mecanico,8,0.000001,4,0,0.5,0,0,0,null
funko pop de stranger things,sin_path2,8,0.000001,0,0,0,0,0,0,null
mini batidora,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,azzaro-most-wanted,8,0.000001,3,0,0.375,0,0,0,null
listas,audifonos-gamer,8,0.000001,3,0,0.375,0,0,0,null
listas,chaleco-manga-globo,8,0.000001,4,0,0.5,0,0,0,null
calefactores a leña,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,camisa-mao,8,0.000001,3,0,0.375,0,0,0,null
sitiales comedor,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,picadora,8,0.000001,3,0,0.375,0,0,0,null
tiendas-paris,?utm_source=tiendas&utm_medium=email&utm_campaign=cancelacion_noexitosa,8,0.000001,0,0,0,0,0,0,null
delineador de ojos maybelline,sin_path2,8,0.000001,0,0,0,0,0,0,null
jugueteria,squishmallows,8,0.000001,1,0,0.125,0,0,0,null
listas,camara-seguridad-exterior,8,0.000001,3,0,0.375,0,0,0,null
listas,lenceria-de-encaje,8,0.000001,1,0,0.125,0,0,0,null
ibrah music,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,zapatillas-animal-print,8,0.000001,2,0,0.25,0,0,0,null
listas,cepillo-secador-revlon,8,0.000001,1,0,0.125,0,0,0,null
kano,sin_path2,8,0.000001,0,0,0,0,0,0,null
cosmetiqueros rosados,sin_path2,8,0.000001,0,0,0,0,0,0,null
fortnite,sin_path2,8,0.000001,0,0,0,0,0,0,null
delantales de cocina,sin_path2,8,0.000001,0,0,0,0,0,0,null
fitbit,sin_path2,8,0.000001,0,0,0,0,0,0,null
mujer,camisetas,8,0.000001,2,1,0.25,0,0,0,null
reloj lacoste mujer,sin_path2,8,0.000001,0,0,0,0,0,0,null
perfume acqua di gio,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,sillas-de-madera,8,0.000001,3,0,0.375,0,0,0,null
muebles,organizadores,8,0.000001,0,0,0,0,0,0,null
listas,cunas-de-madera,8,0.000001,1,0,0.125,0,0,0,null
cuchillo carnicero,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
listas,closets-blancos,8,0.000001,4,0,0.5,0,0,0,null
repisas metalicas,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,trajes-de-novio,8,0.000001,0,0,0,0,0,0,null
listas,slim-patch,8,0.000001,0,0,0,0,0,0,null
listas,soundbar-samsung,8,0.000001,2,0,0.25,0,0,0,null
listas,faldas-deportivas,8,0.000001,3,0,0.375,0,0,0,null
listas,samsung-s26-plus,8,0.000001,0,0,0,0,0,0,null
cubre asiento,sin_path2,8,0.000001,0,0,0,0,0,0,null
jugueteria,juguetes-musicales,8,0.000001,2,1,0.25,0,0,0,null
victoria secret love spell,sin_path2,8,0.000001,0,0,0,0,0,0,null
listas,converse-plataforma,8,0.000001,0,0,0,0,0,0,null
poleron verde niña,sin_path2,8,0.000001,0,0,0,0,0,0,null
voluminizador de labios,sin_path2,8,0.000001,1,0,0.125,0,0,0,null
